trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
359,False,"{'a': 0.1, 'e': 0.8384500000000001}",20,0,-44.81931089177314,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
360,False,"{'a': 0.1, 'e': 0.8375500000000001}",25,0,-22.83848678599987,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
361,False,"{'a': 0.1, 'e': 0.8366475000000001}",30,0,-188.36228087038023,"{0: 18, 1: 1, 2: 8, 3: 0, 4: 3}",0
362,False,"{'a': 0.1, 'e': 0.8357425}",25,0,-152.36021599915833,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
363,False,"{'a': 0.1, 'e': 0.8348350000000001}",25,0,-38.6697374562495,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
364,False,"{'a': 0.1, 'e': 0.8339250000000001}",25,0,-90.37998280258003,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
365,False,"{'a': 0.1, 'e': 0.8330125000000002}",25,0,-55.7202014625656,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
366,False,"{'a': 0.1, 'e': 0.8320975000000002}",25,0,-130.2833891260147,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
367,False,"{'a': 0.1, 'e': 0.8311800000000001}",20,0,-64.681782001671,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
368,False,"{'a': 0.1, 'e': 0.8302600000000001}",35,0,-151.49779842076114,"{0: 23, 1: 3, 2: 6, 3: 1, 4: 2}",0
369,False,"{'a': 0.1, 'e': 0.8293375000000001}",35,0,-88.39657415454448,"{0: 25, 1: 2, 2: 7, 3: 0, 4: 1}",0
370,False,"{'a': 0.1, 'e': 0.8284125000000001}",25,13,-41.01712178999489,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
371,False,"{'a': 0.1, 'e': 0.8274850000000001}",20,0,-101.90308214255612,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
372,False,"{'a': 0.1, 'e': 0.8265550000000002}",20,0,-98.48032246852605,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
373,False,"{'a': 0.1, 'e': 0.8256225000000001}",35,0,-84.67791731300737,"{0: 25, 1: 5, 2: 3, 3: 1, 4: 1}",0
374,False,"{'a': 0.1, 'e': 0.8246875000000001}",25,0,-64.08467290970165,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
375,False,"{'a': 0.1, 'e': 0.8237500000000001}",30,0,-148.32719595490158,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
376,False,"{'a': 0.1, 'e': 0.82281}",30,0,-150.93754128170946,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
377,False,"{'a': 0.1, 'e': 0.8218675000000001}",25,0,-135.1103748059913,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
378,False,"{'a': 0.1, 'e': 0.8209225000000001}",20,0,-61.39562099866701,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
379,False,"{'a': 0.1, 'e': 0.8199750000000001}",30,5,-123.67163379463344,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",1
380,False,"{'a': 0.1, 'e': 0.8190250000000001}",25,0,-103.22911430503008,"{0: 12, 1: 4, 2: 8, 3: 1, 4: 0}",0
381,False,"{'a': 0.1, 'e': 0.8180725000000001}",25,0,-79.23566495990983,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
382,False,"{'a': 0.1, 'e': 0.8171175}",20,0,-68.97011395922027,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
383,False,"{'a': 0.1, 'e': 0.81616}",25,0,-66.30882969184563,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
384,False,"{'a': 0.1, 'e': 0.8152}",20,0,-124.57180022336419,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
385,False,"{'a': 0.1, 'e': 0.8142375000000001}",20,2,-67.11383830678464,"{0: 10, 1: 5, 2: 2, 3: 0, 4: 1}",1
386,False,"{'a': 0.1, 'e': 0.8132725000000001}",35,0,-127.98634038558244,"{0: 23, 1: 2, 2: 8, 3: 1, 4: 1}",0
387,False,"{'a': 0.1, 'e': 0.812305}",30,0,-139.48054951343127,"{0: 18, 1: 3, 2: 5, 3: 3, 4: 1}",0
388,False,"{'a': 0.1, 'e': 0.811335}",20,0,-61.37045315225795,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
389,False,"{'a': 0.1, 'e': 0.8103625}",25,0,-144.17100184241986,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
390,False,"{'a': 0.1, 'e': 0.8093875}",25,0,-177.85601094778036,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
391,False,"{'a': 0.1, 'e': 0.8084100000000001}",30,0,-106.98001097430381,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
392,False,"{'a': 0.1, 'e': 0.8074300000000001}",20,9,-25.4279631440107,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
393,False,"{'a': 0.1, 'e': 0.8064475000000001}",20,0,-50.31469060155274,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
394,False,"{'a': 0.1, 'e': 0.8054625000000001}",25,0,-97.80550404437302,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
395,False,"{'a': 0.1, 'e': 0.804475}",20,0,-148.03791352522455,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
396,False,"{'a': 0.1, 'e': 0.803485}",25,0,-83.60881179167949,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
397,False,"{'a': 0.1, 'e': 0.8024925}",30,0,-136.72222170701065,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
398,False,"{'a': 0.1, 'e': 0.8014975000000001}",25,0,-116.41943899269432,"{0: 16, 1: 3, 2: 2, 3: 3, 4: 1}",0
399,False,"{'a': 0.1, 'e': 0.8005000000000001}",20,0,-102.87697113338695,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
400,False,"{'a': 0.1, 'e': 0.7995000000000001}",30,0,-59.96410214903259,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
401,False,"{'a': 0.1, 'e': 0.7984975000000001}",30,0,-48.66334582910908,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
402,False,"{'a': 0.1, 'e': 0.7974925}",25,15,-23.057188060842964,"{0: 5, 1: 4, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.1, 'e': 0.796485}",25,0,-109.18199216162269,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
404,False,"{'a': 0.1, 'e': 0.795475}",20,0,-82.2735159522227,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 0}",0
405,False,"{'a': 0.1, 'e': 0.7944625000000001}",20,0,-58.569223655534344,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
406,False,"{'a': 0.1, 'e': 0.7934475000000001}",20,0,-34.839113497473036,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
407,False,"{'a': 0.1, 'e': 0.7924300000000001}",20,12,14.596452914385535,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.1, 'e': 0.7914100000000001}",20,0,-48.53231101152879,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
409,False,"{'a': 0.1, 'e': 0.7903875}",25,0,-104.00026128523493,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
410,False,"{'a': 0.1, 'e': 0.7893625}",30,0,-107.0889078942424,"{0: 14, 1: 8, 2: 7, 3: 1, 4: 0}",0
411,False,"{'a': 0.1, 'e': 0.788335}",20,0,-152.72934463469076,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
412,False,"{'a': 0.1, 'e': 0.787305}",30,0,-48.549816799486145,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
413,False,"{'a': 0.1, 'e': 0.7862725}",20,9,-83.2031613913221,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 2}",1
414,False,"{'a': 0.1, 'e': 0.7852375}",25,0,-46.636197497219634,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
415,False,"{'a': 0.1, 'e': 0.7842}",20,8,-47.736212457535245,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
416,False,"{'a': 0.1, 'e': 0.78316}",20,0,-42.59071501728499,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
417,False,"{'a': 0.1, 'e': 0.7821175}",25,17,-4.490226870853819,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
418,False,"{'a': 0.1, 'e': 0.7810725000000001}",25,0,-124.6169090920381,"{0: 14, 1: 0, 2: 8, 3: 3, 4: 0}",0
419,False,"{'a': 0.1, 'e': 0.7800250000000001}",20,6,-70.97549548283243,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
420,False,"{'a': 0.1, 'e': 0.7789750000000001}",20,8,-2.819818157925495,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
421,False,"{'a': 0.1, 'e': 0.7779225000000001}",30,16,-24.75943027119665,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
422,False,"{'a': 0.1, 'e': 0.7768675}",25,0,-117.6585134703016,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
423,False,"{'a': 0.1, 'e': 0.77581}",20,9,-7.161121490598617,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
424,False,"{'a': 0.1, 'e': 0.77475}",20,3,-88.44931054607423,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
425,False,"{'a': 0.1, 'e': 0.7736875000000001}",25,0,-58.49162407275526,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
426,False,"{'a': 0.1, 'e': 0.7726225000000001}",20,7,7.6369572990998895,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.1, 'e': 0.7715550000000001}",25,0,-80.33532336256317,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
428,False,"{'a': 0.1, 'e': 0.7704850000000001}",20,0,-59.88289220977541,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
429,False,"{'a': 0.1, 'e': 0.7694125}",25,12,-40.538519277663376,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
430,False,"{'a': 0.1, 'e': 0.7683375}",20,0,-82.06338927024701,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
431,False,"{'a': 0.1, 'e': 0.76726}",25,2,-93.80022479346313,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 1}",1
432,False,"{'a': 0.1, 'e': 0.7661800000000001}",25,0,-19.591436820415595,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
433,False,"{'a': 0.1, 'e': 0.7650975000000001}",25,9,-61.440471308287606,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
434,False,"{'a': 0.1, 'e': 0.7640125000000001}",30,0,-93.4240745057808,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
435,False,"{'a': 0.1, 'e': 0.7629250000000001}",20,0,-46.50252247030321,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
436,False,"{'a': 0.1, 'e': 0.761835}",20,0,-59.32680056985481,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
437,False,"{'a': 0.1, 'e': 0.7607425}",20,0,-40.40847599136821,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
438,False,"{'a': 0.1, 'e': 0.7596475}",25,0,-7.9600741080379915,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 0}",0
439,False,"{'a': 0.1, 'e': 0.7585500000000001}",25,0,-88.10769416921961,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
440,False,"{'a': 0.1, 'e': 0.7574500000000001}",25,19,10.447744658801602,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.1, 'e': 0.7563475000000001}",25,0,-52.571120638743885,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
442,False,"{'a': 0.1, 'e': 0.7552425}",20,13,-39.353479579528845,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
443,False,"{'a': 0.1, 'e': 0.754135}",20,3,-17.626325641827208,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
444,False,"{'a': 0.1, 'e': 0.7530249999999999}",30,0,-158.4478154505688,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
445,False,"{'a': 0.1, 'e': 0.7519125}",20,11,-12.57458705812364,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
446,False,"{'a': 0.1, 'e': 0.7507975}",25,7,-8.947342189171257,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 0}",1
447,False,"{'a': 0.1, 'e': 0.74968}",20,0,-65.99251671838358,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
448,False,"{'a': 0.1, 'e': 0.74856}",25,6,-79.93932448520253,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 0}",1
449,False,"{'a': 0.1, 'e': 0.7474375}",25,0,-105.28698371182688,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
450,False,"{'a': 0.1, 'e': 0.7463124999999999}",20,0,-66.21500235918246,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
451,False,"{'a': 0.1, 'e': 0.745185}",30,9,-35.02877510913672,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
452,False,"{'a': 0.1, 'e': 0.744055}",25,0,-187.90466416716976,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
453,False,"{'a': 0.1, 'e': 0.7429225}",20,5,-33.95339525332178,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
454,False,"{'a': 0.1, 'e': 0.7417875}",20,0,-141.48906441114957,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
455,False,"{'a': 0.1, 'e': 0.74065}",25,1,-59.132831841534475,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 1}",1
456,False,"{'a': 0.1, 'e': 0.73951}",20,0,-56.81217202350407,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
457,False,"{'a': 0.1, 'e': 0.7383675}",25,8,-9.667748621247576,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
458,False,"{'a': 0.1, 'e': 0.7372225}",30,0,-22.43521085902193,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
459,False,"{'a': 0.1, 'e': 0.736075}",20,11,-3.533135950235165,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.1, 'e': 0.734925}",25,0,-72.31583826075466,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
461,False,"{'a': 0.1, 'e': 0.7337725}",25,3,-91.59377829049112,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 2}",1
462,False,"{'a': 0.1, 'e': 0.7326175}",25,0,-39.991235588854536,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
463,False,"{'a': 0.1, 'e': 0.73146}",25,0,-76.73365606343994,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
464,False,"{'a': 0.1, 'e': 0.7303}",20,0,-56.08035684754072,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
465,False,"{'a': 0.1, 'e': 0.7291375}",20,0,-133.2942188423936,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
466,False,"{'a': 0.1, 'e': 0.7279725}",30,19,-6.938610350536522,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
467,False,"{'a': 0.1, 'e': 0.726805}",30,0,-52.48486423902387,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
468,False,"{'a': 0.1, 'e': 0.725635}",25,7,-48.72045376622665,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 0}",1
469,False,"{'a': 0.1, 'e': 0.7244625}",20,0,-174.07218713448026,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
470,False,"{'a': 0.1, 'e': 0.7232875}",20,0,-57.676120787505184,"{0: 14, 1: 2, 2: 1, 3: 3, 4: 0}",0
471,False,"{'a': 0.1, 'e': 0.7221099999999999}",20,0,-66.29501932491871,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
472,False,"{'a': 0.1, 'e': 0.72093}",25,0,-221.27998358762102,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 5}",0
473,False,"{'a': 0.1, 'e': 0.7197475}",20,0,-61.19290853014576,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
474,False,"{'a': 0.1, 'e': 0.7185625}",30,15,-83.75966484670133,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
475,False,"{'a': 0.1, 'e': 0.717375}",30,15,-101.12760113163515,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 3}",1
476,False,"{'a': 0.1, 'e': 0.716185}",25,0,-92.19442284004444,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
477,False,"{'a': 0.1, 'e': 0.7149924999999999}",20,13,-1.8557074102783693,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
478,False,"{'a': 0.1, 'e': 0.7137975}",20,0,-139.94769669978783,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
479,False,"{'a': 0.1, 'e': 0.7126}",20,0,-101.26028814223947,"{0: 16, 1: 0, 2: 0, 3: 2, 4: 2}",0
480,False,"{'a': 0.1, 'e': 0.7114}",25,0,-98.2096482390255,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
481,False,"{'a': 0.1, 'e': 0.7101975}",20,2,-71.71110567152947,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
482,False,"{'a': 0.1, 'e': 0.7089925}",30,8,-87.10227869969385,"{0: 13, 1: 5, 2: 2, 3: 1, 4: 1}",1
483,False,"{'a': 0.1, 'e': 0.707785}",30,11,-38.371425514824566,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
484,False,"{'a': 0.1, 'e': 0.706575}",30,0,-55.03472915844206,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
485,False,"{'a': 0.1, 'e': 0.7053625}",30,10,-173.82393208746674,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",1
486,False,"{'a': 0.1, 'e': 0.7041475}",30,19,-1.2832066381957175,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
487,False,"{'a': 0.1, 'e': 0.70293}",30,0,-108.66044381035073,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
488,False,"{'a': 0.1, 'e': 0.7017100000000001}",20,0,-69.3573254567583,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
489,False,"{'a': 0.1, 'e': 0.7004875}",20,0,-21.054056423529044,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
490,False,"{'a': 0.1, 'e': 0.6992625}",20,3,10.150650914311527,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.1, 'e': 0.698035}",25,11,-20.70247838449736,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
492,False,"{'a': 0.1, 'e': 0.696805}",20,7,5.062308498039,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.1, 'e': 0.6955725}",25,0,-87.39235049312131,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
494,False,"{'a': 0.1, 'e': 0.6943375}",20,0,-15.479544692400165,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
495,False,"{'a': 0.1, 'e': 0.6931}",20,5,-32.630761201043754,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
496,False,"{'a': 0.1, 'e': 0.69186}",25,13,-10.815489752495981,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
497,False,"{'a': 0.1, 'e': 0.6906175}",35,0,-126.08009542175205,"{0: 23, 1: 3, 2: 6, 3: 2, 4: 1}",0
498,False,"{'a': 0.1, 'e': 0.6893724999999999}",25,0,-110.73352258815228,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
499,False,"{'a': 0.1, 'e': 0.688125}",20,12,0.9334790465181881,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.1, 'e': 0.686875}",20,9,9.140499461018138,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
501,False,"{'a': 0.1, 'e': 0.6856225}",20,0,-124.31263747424822,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
502,False,"{'a': 0.1, 'e': 0.6843675}",20,2,-2.469706278581648,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
503,False,"{'a': 0.1, 'e': 0.68311}",30,0,-99.60304423924879,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
504,False,"{'a': 0.1, 'e': 0.68185}",25,0,26.361033623194217,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
505,False,"{'a': 0.1, 'e': 0.6805874999999999}",20,0,-132.30645373305984,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
506,False,"{'a': 0.1, 'e': 0.6793224999999999}",20,0,-12.979362402679977,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
507,False,"{'a': 0.1, 'e': 0.678055}",20,0,-57.582744839129234,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
508,False,"{'a': 0.1, 'e': 0.676785}",30,0,-43.12237254539282,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
509,False,"{'a': 0.1, 'e': 0.6755125}",25,0,-52.935274269440214,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
510,False,"{'a': 0.1, 'e': 0.6742374999999999}",30,0,-60.75102658396014,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
511,False,"{'a': 0.1, 'e': 0.6729599999999999}",20,2,10.486752126466317,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
512,False,"{'a': 0.1, 'e': 0.6716799999999999}",20,0,-75.87794299319832,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
513,False,"{'a': 0.1, 'e': 0.6703975}",25,0,-53.62074762520308,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
514,False,"{'a': 0.1, 'e': 0.6691125}",25,0,-72.73043634207028,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
515,False,"{'a': 0.1, 'e': 0.667825}",20,11,6.82590192083568,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.1, 'e': 0.666535}",20,0,-23.06787402766004,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
517,False,"{'a': 0.1, 'e': 0.6652425}",20,0,-83.27845179298404,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
518,False,"{'a': 0.1, 'e': 0.6639474999999999}",25,0,-115.50460043017272,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
519,False,"{'a': 0.1, 'e': 0.66265}",35,0,-151.87969911168122,"{0: 24, 1: 1, 2: 6, 3: 2, 4: 2}",0
520,False,"{'a': 0.1, 'e': 0.66135}",25,17,7.960202250167268,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.1, 'e': 0.6600475}",20,0,-82.69186564815689,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
522,False,"{'a': 0.1, 'e': 0.6587425}",25,0,-14.956643490221692,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
523,False,"{'a': 0.1, 'e': 0.657435}",35,0,-128.9959161835542,"{0: 28, 1: 1, 2: 2, 3: 1, 4: 3}",0
524,False,"{'a': 0.1, 'e': 0.656125}",30,19,-55.3315662813675,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 1}",1
525,False,"{'a': 0.1, 'e': 0.6548124999999999}",20,0,-73.49762857515944,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
526,False,"{'a': 0.1, 'e': 0.6534975}",30,17,-2.951068445198014,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.1, 'e': 0.65218}",20,1,-25.574843563644087,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
528,False,"{'a': 0.1, 'e': 0.65086}",20,6,-42.84201778795335,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 0}",1
529,False,"{'a': 0.1, 'e': 0.6495375}",30,0,-115.3728452813999,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
530,False,"{'a': 0.1, 'e': 0.6482125}",25,2,-74.29432780062302,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 1}",1
531,False,"{'a': 0.1, 'e': 0.6468849999999999}",20,6,-24.258863565270442,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
532,False,"{'a': 0.1, 'e': 0.6455549999999999}",30,11,-22.44201858401128,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
533,False,"{'a': 0.1, 'e': 0.6442224999999999}",25,6,-50.704778935188024,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
534,False,"{'a': 0.1, 'e': 0.6428875}",20,0,20.080511585445386,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
535,False,"{'a': 0.1, 'e': 0.64155}",20,0,-10.220220842086693,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
536,False,"{'a': 0.1, 'e': 0.64021}",25,0,-25.114749843067177,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
537,False,"{'a': 0.1, 'e': 0.6388674999999999}",20,15,3.7386789384380243,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
