trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
711,False,"{'a': 0.1, 'e': 0.36720999999999987}",20,6,12.50294723894495,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.1, 'e': 0.36542999999999987}",20,0,-3.186878422939525,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
713,False,"{'a': 0.1, 'e': 0.36364749999999985}",25,13,19.760409960741462,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.1, 'e': 0.36186249999999986}",25,15,12.819385007679088,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.1, 'e': 0.36007499999999987}",30,16,25.51000430560824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.1, 'e': 0.35828499999999985}",20,2,-10.962934244235834,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
717,False,"{'a': 0.1, 'e': 0.3564924999999999}",25,7,-50.77113822559769,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
718,False,"{'a': 0.1, 'e': 0.3546974999999999}",30,13,-60.28588885052961,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
719,False,"{'a': 0.1, 'e': 0.3528999999999999}",30,14,9.304519190538132,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
720,False,"{'a': 0.1, 'e': 0.35109999999999986}",20,10,19.85174507156957,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.1, 'e': 0.34929749999999987}",20,8,20.966127421541323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.1, 'e': 0.34749249999999987}",35,10,-62.55786646205842,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",1
723,False,"{'a': 0.1, 'e': 0.34568499999999985}",25,5,27.353004833723723,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.1, 'e': 0.3438749999999999}",30,0,-5.754437678180281,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
725,False,"{'a': 0.1, 'e': 0.3420624999999999}",20,0,2.9340902291371407,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
726,False,"{'a': 0.1, 'e': 0.34024749999999987}",20,0,-49.8399478063989,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
727,False,"{'a': 0.1, 'e': 0.33842999999999984}",25,8,-5.344668703720698,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
728,False,"{'a': 0.1, 'e': 0.33660999999999985}",30,12,-33.86030920267131,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
729,False,"{'a': 0.1, 'e': 0.33478749999999985}",20,15,3.9688988882771254,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.1, 'e': 0.33296249999999983}",20,13,1.120972335534419,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.1, 'e': 0.33113499999999985}",20,8,7.421285252911339,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
732,False,"{'a': 0.1, 'e': 0.32930499999999985}",20,0,-40.12740447744389,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
733,False,"{'a': 0.1, 'e': 0.32747249999999983}",25,20,8.318721896140687,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.1, 'e': 0.32563749999999986}",30,7,16.429251887366398,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
735,False,"{'a': 0.1, 'e': 0.32379999999999987}",20,4,-33.796232998325664,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
736,False,"{'a': 0.1, 'e': 0.32195999999999986}",20,0,-82.46150664845837,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
737,False,"{'a': 0.1, 'e': 0.32011749999999983}",30,19,-12.155904558686661,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
738,False,"{'a': 0.1, 'e': 0.31827249999999985}",20,1,-3.1418342432963646,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
739,False,"{'a': 0.1, 'e': 0.31642499999999985}",20,8,12.778856145660546,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.1, 'e': 0.3145749999999998}",20,1,31.24975827235116,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.1, 'e': 0.31272249999999985}",20,8,-0.4188505873470527,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
742,False,"{'a': 0.1, 'e': 0.31086749999999985}",25,7,15.434097795477722,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.1, 'e': 0.30900999999999984}",20,7,-21.323555154076363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
744,False,"{'a': 0.1, 'e': 0.30714999999999987}",25,13,21.22614201776705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.1, 'e': 0.3052874999999999}",20,0,5.523550977442721,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
746,False,"{'a': 0.1, 'e': 0.3034224999999999}",25,14,7.114530707270418,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
747,False,"{'a': 0.1, 'e': 0.30155499999999985}",20,0,-56.99811289508886,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
748,False,"{'a': 0.1, 'e': 0.29968499999999987}",25,16,-14.651489272609583,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
749,False,"{'a': 0.1, 'e': 0.29781249999999987}",30,11,12.487863579871863,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
750,False,"{'a': 0.1, 'e': 0.29593749999999985}",20,6,-66.63499861075233,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
751,False,"{'a': 0.1, 'e': 0.2940599999999999}",20,0,28.945749921749997,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
752,False,"{'a': 0.1, 'e': 0.2921799999999999}",30,12,-15.923393757059298,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
753,False,"{'a': 0.1, 'e': 0.2902974999999999}",20,5,3.3741152490208473,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
754,False,"{'a': 0.1, 'e': 0.28841249999999985}",20,13,3.045152776145927,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.1, 'e': 0.28652499999999986}",20,6,23.054835707946104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.1, 'e': 0.28463499999999986}",25,0,-5.25083612814112,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
757,False,"{'a': 0.1, 'e': 0.28274249999999984}",20,8,9.051379492497066,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
758,False,"{'a': 0.1, 'e': 0.28084749999999986}",20,4,12.92988578071358,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
759,False,"{'a': 0.1, 'e': 0.27894999999999986}",25,15,16.88711866586519,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.1, 'e': 0.27704999999999985}",20,16,8.897549536357383,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.1, 'e': 0.2751474999999999}",20,2,-32.36827938265466,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 0}",1
762,False,"{'a': 0.1, 'e': 0.2732424999999999}",20,0,18.182377680714726,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.1, 'e': 0.2713349999999999}",25,19,0.1457334296144428,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.1, 'e': 0.26942499999999986}",30,13,-18.861946429438454,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
765,False,"{'a': 0.1, 'e': 0.2675124999999999}",25,1,-10.183522828631402,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
766,False,"{'a': 0.1, 'e': 0.2655974999999999}",30,2,-69.54928961771378,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 2}",1
767,False,"{'a': 0.1, 'e': 0.26367999999999986}",20,13,1.1816815649448698,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
768,False,"{'a': 0.1, 'e': 0.2617599999999999}",25,7,-31.773955186722212,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
769,False,"{'a': 0.1, 'e': 0.2598374999999999}",20,11,13.869126263115437,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.1, 'e': 0.2579124999999999}",25,0,-2.1185934324518065,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
771,False,"{'a': 0.1, 'e': 0.25598499999999985}",20,5,10.954571452275587,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
772,False,"{'a': 0.1, 'e': 0.25405499999999986}",20,15,13.547200879431887,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.1, 'e': 0.25212249999999986}",20,5,23.42865653565717,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.1, 'e': 0.25018749999999984}",25,11,-14.766235420550684,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
775,False,"{'a': 0.1, 'e': 0.24824999999999983}",25,15,-21.256395096731374,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
776,False,"{'a': 0.1, 'e': 0.24630999999999983}",25,6,4.021128016164671,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
777,False,"{'a': 0.1, 'e': 0.24436749999999982}",20,8,17.33379548349275,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.1, 'e': 0.24242249999999982}",30,10,33.44441730667932,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.1, 'e': 0.24047499999999983}",20,4,24.19954914352781,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.1, 'e': 0.23852499999999982}",20,2,16.773049715320496,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.1, 'e': 0.23657249999999982}",20,14,11.9580406633829,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.1, 'e': 0.2346174999999998}",25,11,-12.441412269169117,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
783,False,"{'a': 0.1, 'e': 0.2326599999999998}",25,10,3.3407828680465474,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
784,False,"{'a': 0.1, 'e': 0.23069999999999982}",20,9,6.096525271118148,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
785,False,"{'a': 0.1, 'e': 0.22873749999999982}",20,0,-16.174491125260527,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
786,False,"{'a': 0.1, 'e': 0.22677249999999982}",35,12,-15.030391914369467,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
787,False,"{'a': 0.1, 'e': 0.2248049999999998}",20,5,-24.405389184076608,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
788,False,"{'a': 0.1, 'e': 0.2228349999999998}",25,0,12.1943553454468,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
789,False,"{'a': 0.1, 'e': 0.22086249999999982}",20,10,17.408176444448017,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.1, 'e': 0.21888749999999982}",20,13,14.8067753488525,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.1, 'e': 0.21690999999999983}",25,16,5.145683247653309,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
792,False,"{'a': 0.1, 'e': 0.21492999999999982}",20,14,0.9522326583771068,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
793,False,"{'a': 0.1, 'e': 0.21294749999999982}",20,11,16.598302968810497,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.1, 'e': 0.21096249999999983}",20,13,1.3730520114487756,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
795,False,"{'a': 0.1, 'e': 0.20897499999999983}",25,11,-25.343188626201893,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
796,False,"{'a': 0.1, 'e': 0.20698499999999984}",30,16,-16.098285738250237,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
797,False,"{'a': 0.1, 'e': 0.20499249999999983}",20,0,14.451426057782209,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
798,False,"{'a': 0.1, 'e': 0.20299749999999983}",25,16,17.382290601804932,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.1, 'e': 0.20099999999999982}",25,16,15.311544680461223,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.1, 'e': 0.19899999999999982}",20,3,2.570128592389379,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
801,False,"{'a': 0.1, 'e': 0.19699749999999983}",25,9,20.598169224205186,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
802,False,"{'a': 0.1, 'e': 0.19499249999999982}",20,0,10.61017774206901,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
803,False,"{'a': 0.1, 'e': 0.19298499999999982}",35,20,31.41654369763217,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.1, 'e': 0.1909749999999998}",25,20,9.605565605000098,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.1, 'e': 0.1889624999999998}",20,10,-2.845303526856078,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
806,False,"{'a': 0.1, 'e': 0.18694749999999982}",35,13,28.033248476684566,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
807,False,"{'a': 0.1, 'e': 0.18492999999999982}",20,9,23.547887015768463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.1, 'e': 0.18290999999999982}",20,4,25.663104899088733,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.1, 'e': 0.1808874999999998}",20,5,26.788333590336183,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.1, 'e': 0.1788624999999998}",25,13,19.731590612654507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.1, 'e': 0.17683499999999983}",25,11,11.545240001082238,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
812,False,"{'a': 0.1, 'e': 0.17480499999999982}",25,14,-5.716746818151888,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
813,False,"{'a': 0.1, 'e': 0.17277249999999983}",30,13,29.262924707905448,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.1, 'e': 0.17073749999999982}",25,11,21.722068567325557,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.1, 'e': 0.16869999999999982}",25,8,7.444447362110904,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
816,False,"{'a': 0.1, 'e': 0.1666599999999998}",35,19,29.952721744664135,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,False,"{'a': 0.1, 'e': 0.1646174999999998}",25,14,-3.5903872075756063,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
818,False,"{'a': 0.1, 'e': 0.16257249999999981}",25,3,13.414646534454311,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
819,False,"{'a': 0.1, 'e': 0.1605249999999998}",25,7,9.53356884196651,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
820,False,"{'a': 0.1, 'e': 0.1584749999999998}",35,18,-21.95403083663172,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
821,False,"{'a': 0.1, 'e': 0.1564224999999998}",30,16,15.264750927239145,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
822,False,"{'a': 0.1, 'e': 0.1543674999999998}",20,16,7.876379359616927,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,False,"{'a': 0.1, 'e': 0.1523099999999998}",25,12,20.425242884833132,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.1, 'e': 0.1502499999999998}",35,17,21.026171261775026,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
825,False,"{'a': 0.1, 'e': 0.1481874999999998}",25,8,34.34561074629428,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.1, 'e': 0.1461224999999998}",20,16,7.187169938407465,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.1, 'e': 0.1440549999999998}",20,14,11.782604648460747,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.1, 'e': 0.1419849999999998}",20,10,8.909089477324716,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.1, 'e': 0.1399124999999998}",20,10,17.235659089506587,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.1, 'e': 0.1378374999999998}",25,13,-14.367776052496284,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
831,False,"{'a': 0.1, 'e': 0.1357599999999998}",25,8,17.702274753527842,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
832,False,"{'a': 0.1, 'e': 0.1336799999999998}",35,18,4.082451470569458,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
833,False,"{'a': 0.1, 'e': 0.1315974999999998}",25,8,26.26436787641802,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.1, 'e': 0.1295124999999998}",30,16,26.536587549558607,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.1, 'e': 0.12742499999999982}",30,18,21.291390868676267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.1, 'e': 0.1253349999999998}",20,0,-35.082776140614136,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
837,False,"{'a': 0.1, 'e': 0.12324249999999981}",20,15,10.804500555865703,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.1, 'e': 0.12114749999999981}",25,16,16.623237024453132,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,False,"{'a': 0.1, 'e': 0.11904999999999981}",20,16,7.157394266236777,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.1, 'e': 0.1169499999999998}",20,6,-13.492323371100108,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
841,False,"{'a': 0.1, 'e': 0.1148474999999998}",30,3,31.41309981972299,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
842,False,"{'a': 0.1, 'e': 0.1127424999999998}",25,16,19.05528705319645,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.1, 'e': 0.1106349999999998}",25,10,-24.598515968757702,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
844,False,"{'a': 0.1, 'e': 0.1085249999999998}",30,0,26.460399367019235,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
845,False,"{'a': 0.1, 'e': 0.1064124999999998}",30,15,12.202636451578762,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
846,False,"{'a': 0.1, 'e': 0.1042974999999998}",20,14,10.936447906206293,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.1, 'e': 0.1021799999999998}",25,16,5.8995378711870385,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
848,False,"{'a': 0.1, 'e': 0.1000599999999998}",25,11,24.357337606762364,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.1, 'e': 0.0979374999999998}",25,16,5.180771253964242,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
850,False,"{'a': 0.1, 'e': 0.0958124999999998}",20,8,22.217074196463518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.1, 'e': 0.0936849999999998}",25,10,17.56234371743721,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
852,False,"{'a': 0.1, 'e': 0.09155499999999979}",25,3,-1.1051114020531583,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
853,False,"{'a': 0.1, 'e': 0.0894224999999998}",30,22,18.36529462861264,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,False,"{'a': 0.1, 'e': 0.0872874999999998}",25,19,13.717957231029793,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.1, 'e': 0.0851499999999998}",25,11,23.296435693465448,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.1, 'e': 0.08300999999999979}",20,8,22.345860784332597,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.1, 'e': 0.08086749999999979}",25,17,11.963567521782608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.1, 'e': 0.07872249999999979}",20,16,8.952868759654425,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.1, 'e': 0.0765749999999998}",20,9,17.41632125530264,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
860,False,"{'a': 0.1, 'e': 0.0744249999999998}",20,13,0.9269094219276728,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
861,False,"{'a': 0.1, 'e': 0.0722724999999998}",25,20,10.987708837862732,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.1, 'e': 0.07011749999999979}",20,14,11.205113791874723,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.1, 'e': 0.06795999999999978}",25,16,18.05339636488213,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.1, 'e': 0.06579999999999979}",20,8,10.420164737004491,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
865,False,"{'a': 0.1, 'e': 0.06363749999999979}",30,13,19.211519835292584,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
866,False,"{'a': 0.1, 'e': 0.06147249999999979}",20,0,21.221738803467193,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
867,False,"{'a': 0.1, 'e': 0.05930499999999979}",20,10,19.143296964791617,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.1, 'e': 0.05713499999999979}",20,16,9.45673128854933,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.1, 'e': 0.05496249999999979}",30,17,23.98009027278848,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.1, 'e': 0.052787499999999786}",20,16,8.726914484144904,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.1, 'e': 0.05060999999999979}",25,0,-0.6005906216323589,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
872,False,"{'a': 0.1, 'e': 0.048429999999999786}",20,14,-9.70275026657087,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,16,18.559415209076402,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,17,23.193495587869155,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,11,22.80935954987479,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,8,35.5965847242,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,17,15.847572996146432,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,7,23.3309760670132,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,15,18.434955369957695,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,11,13.610702438190135,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,5,34.73304855849018,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,9,23.422325575593334,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
